Id,Expected
1,0.9784393965449246
2,0.9785923013775782
3,0.978342418190728
4,0.9787159448234675
5,0.9783917529479224
6,0.978415699191129
7,0.9785459538905599
8,0.9784111175326771
9,0.9785721427379334
10,0.9782611705186406
11,0.9784255028750538
12,0.9784182841997626
13,0.9784676896029635
14,0.9786009924928284
15,0.978352528964111
16,0.9785026047090205
17,0.9783955584575225
18,0.9784096716393285
19,0.9787200089337912
20,0.9784821463995534
21,0.9783478706747338
22,0.9784855587621248
23,0.9785394796534317
24,0.9787675833016114
25,0.9785095583676116
26,0.9785896123243013
27,0.9784565723244962
28,0.9784243003274207
29,0.9784097599190174
30,0.9787444884773773
31,0.9785026949820641
32,0.9784828399185835
33,0.9784101547352609
34,0.9785548102483923
35,0.9784297376769315
36,0.9784717911724563
37,0.9785108988498703
38,0.9785632238809409
39,0.9783928340553858
40,0.9785058399610418
41,0.9784970693040205
42,0.9784442016950279
43,0.978586526791976
44,0.9785136960835079
45,0.9785049972682088
46,0.9785385107107009
47,0.978547398862567
48,0.9786685161698138
49,0.9784915458238935
50,0.9785893677243184
51,0.9784488590479172
52,0.9783736899384844
53,0.9783582273211902
54,0.9785820473368525
55,0.9785846212762178
56,0.9785551614126963
57,0.9782149002503954
58,0.9784978764722845
59,0.9785959134411256
60,0.9783881743969648
61,0.9784087979164034
62,0.9786319253575972
63,0.9784266038155006
64,0.9785042357125227
65,0.9783097195713821
66,0.9787443555435614
67,0.9785039260029453
68,0.9786589144197995
69,0.9784129199888993
70,0.9784737886095666
71,0.9784791666961742
72,0.9784036233238819
73,0.9784762004420543
74,0.97858416003865
75,0.9784364307096103
76,0.978547456771936
77,0.9784312056847765
78,0.9783640762541954
79,0.9784363783215037
80,0.9785341307225285
81,0.9784843654396996
82,0.9784250766049741
83,0.978622831973566
84,0.9782379903268518
85,0.9786425107995588
86,0.9782383970080161
87,0.9783007972906825
88,0.9788498441072215
89,0.9784374143552562
90,0.9784353255398245
91,0.9783868581335889
92,0.9786883128722343
93,0.9784294845401648
94,0.9784921041751635
95,0.9788448362196434
96,0.978476565289748
97,0.9785409407159236
98,0.9786498686351526
99,0.9785719413177009
100,0.9785574574040217
101,0.9788034536891163
102,0.978580001874045
103,0.9784307319185808
104,0.9784305366664163
105,0.9787093388596547
106,0.9781793827717347
107,0.9786174823556035
108,0.9784663596732922
109,0.978330990455078
110,0.9784148242335613
111,0.978612693237638
112,0.9784893033760302
113,0.9783987962616002
114,0.9785748380912794
115,0.9784686642438384
116,0.9784177019034205
117,0.9788716737175217
118,0.9783971348767975
119,0.9783869250318915
120,0.9785508868997309
